,issue_id,project_full_name,created_at,html_url,api_url
0,1212965768,,2022-04-22T23:33:43Z,https://github.com/google/blockly/issues/6106,https://api.github.com/repos/google/blockly/issues/6106
1,669419291,,2020-07-31T05:10:00Z,https://github.com/google/WebFundamentals/issues/8921,https://api.github.com/repos/google/WebFundamentals/issues/8921
2,1075227076,,2021-12-09T07:08:17Z,https://github.com/google/glog/issues/756,https://api.github.com/repos/google/glog/issues/756
